thomas_num,thomas_name,icpsr,congress,year,st_name,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,upperyrs,loweryrs,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag,com_aerospace,com_agr,com_approp,com_armedserv,com_bank,com_budget,com_comm,com_DC,com_energy,com_finance,com_fr,com_gov,com_interior,com_jud,com_labor,com_post,com_publ,com_rules,com_vet,selcom_nut,selcom_pca,selcom_smallbus,selcom_standards,speccom_aging,speccom_questions,speccom_emer,selcom_intel,selcom_natlemergency,selcom_irannicaragua,selcom_ethics,selcom_indian,com_jointecon,com_jointlibrary,com_jointprinting,com_jointorgcongress
945,MCCONNELL,14921,102,1990,KENTUCK,0,0,1984,0,0,0,52,2704,0.352,,,,0,0,,,2,4,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,BREAUX,13056,102,1990,LOUISIA,1,1,1986,0,0,0,53,2809,-0.2,,,,0,1,,,1,1,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,JOHNSTON  B,14107,102,1990,LOUISIA,1,1,1972,0,0,0,54,2916,-0.218,,,,1,1,,,4,16,1,,4,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,COHEN,14010,102,1990,MAINE,0,0,1978,0,0,0,61,3721,0.044,,,,0,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,MITCHELL  G,14713,102,1990,MAINE,1,1,1980,0,0,0,81,6561,-0.372,,,,0,0,,,2.5,6.25,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,MIKULSKI,14440,102,1990,MARYLAN,1,1,1986,1,0,0,61,3721,-0.371,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,SARBANES,13039,102,1990,MARYLAN,1,1,1976,0,0,0,62,3844,-0.446,,,,0,1,,,3,9,1,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
952,KENNEDY  ED,10808,102,1990,MASSACH,1,1,1962,0,0,0,65,4225,-0.457,,,,1,1,,,5.5,30.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,KERRY  JOHN,14920,102,1990,MASSACH,1,1,1984,0,0,0,57,3249,-0.376,,,,0,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,LEVIN  CARL,14709,102,1990,MICHIGA,1,1,1978,0,0,0,57,3249,-0.412,,,,0,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,RIEGLE,11043,102,1990,MICHIGA,1,1,1976,0,0,0,60,3600,-0.394,,,,1,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,DURENBERGER,14703,102,1990,MINNESO,0,0,1978,0,0,0,56,3136,0.052,,,,0,0,,,2.5,6.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,WELLSTONE,49101,102,1990,MINNESO,1,1,1990,0,0,0,50,2500,-0.528,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,COCHRAN,14009,102,1990,MISSISS,0,0,1978,0,0,0,100,10000,0.268,,,,0,0,,,3,9,0,,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,LOTT,14031,102,1990,MISSISS,0,0,1988,0,0,0,54,2916,0.454,,,,0,0,,,1,1,0,,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,BOND,15501,102,1990,MISSOUR,0,0,1986,0,0,0,53,2809,0.285,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,DANFORTH,14501,102,1990,MISSOUR,0,0,1976,0,0,0,68,4624,0.165,,,,0,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,BAUCUS,14203,102,1990,MONTANA,1,1,1978,0,0,0,68,4624,-0.248,,,,0,1,,,3,9,1,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,BURNS,15701,102,1990,MONTANA,0,0,1988,0,0,0,52,2704,0.345,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,EXON,14704,102,1990,NEBRASK,1,1,1978,0,0,0,59,3481,-0.216,,,,0,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,KERREY  ROB,15702,102,1990,NEBRASK,1,1,1988,0,0,0,57,3249,-0.263,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,BRYAN  RICH,15700,102,1990,NEVADA,1,1,1988,0,0,0,50,2500,-0.248,,,,0,1,,,1,1,1,,6,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,REID,15054,102,1990,NEVADA,1,1,1986,0,0,0,50,2500,-0.252,,,,0,1,,,1,1,1,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,RUDMAN,14909,102,1990,NEW HAM,0,0,1980,0,0,0,63,3969,0.248,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,SMITH  ROBE,15116,102,1990,NEW HAM,0,0,1990,0,0,0,65,4225,0.776,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,BRADLEY,14702,102,1990,NEW JER,1,1,1978,0,0,0,50,2500,-0.354,,,,0,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,LAUTENBERG,14914,102,1990,NEW JER,1,1,1982,0,0,0,54,2916,-0.388,,,,0,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,BINGAMAN,14912,102,1990,NEW MEX,1,1,1982,0,0,0,63,3969,-0.278,,,,0,1,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,DOMENICI,14103,102,1990,NEW MEX,0,0,1972,0,0,0,73,5329,0.228,,,,0,0,,,4,16,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,D'AMATO,14900,102,1990,NEW YOR,0,0,1980,0,0,0,57,3249,0.153,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,MOYNIHAN,14508,102,1990,NEW YOR,1,1,1976,0,0,0,67,4489,-0.328,,,,0,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,HELMS,14105,102,1990,NORTH C,0,0,1972,0,0,0,53,2809,0.747,,,,0,0,,,4,16,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,SANFORD,15504,102,1990,NORTH C,1,1,1986,0,0,0,52,2704,-0.319,,,,0,1,,,1,1,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
978,BURDICK,1252,102,1990,NORTH D,1,1,1960,0,0,0,59,3481,-0.271,,,,1,1,,,5.5,30.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,CONRAD,15502,102,1990,NORTH D,1,1,1986,0,0,0,50,2500,-0.38,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,BURDICK2,49103,102,1990,NORTH D,1,1,,0,0,0,,,-0.387,,,,0,,,,,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,GLENN,14304,102,1990,OHIO,1,1,1974,0,0,0,62,3844,-0.296,,,,1,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,METZENBAUM,14073,102,1990,OHIO,1,1,1976,0,0,0,57,3249,-0.494,,,,0,1,,,3,9,1,,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,BOREN,14700,102,1990,OKLAHOM,1,1,1978,0,0,0,83,6889,-0.194,,,,0,1,,,3,9,1,,0,6,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
984,NICKLES  DO,14908,102,1990,OKLAHOM,0,0,1980,0,0,0,55,3025,0.519,,,,0,0,,,2,4,1,,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,HATFIELD,11203,102,1990,OREGON,0,0,1966,0,0,0,54,2916,0.021,,,,0,0,,,5,25,1,,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,PACKWOOD,12107,102,1990,OREGON,0,0,1968,0,0,0,63,3969,0.074,,,,0,0,,,4,16,1,,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,HEINZ,13050,102,1990,PENNSYL,0,0,,0,0,0,,,0.027,,,,0,,,,,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,WOFFORD,49104,102,1990,PENNSYL,1,1,1991,0,0,0,N/A,,-0.352,,,,0,0,,,0.5,0.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,SPECTER,14910,102,1990,PENNSYL,0,0,1980,0,0,0,56,3136,0.015,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,CHAFEE,14500,102,1990,RHODE I,0,0,1976,0,0,0,55,3025,0.034,,,,0,0,,,3,9,1,,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,PELL,10818,102,1990,RHODE I,1,1,1960,0,0,0,62,3844,-0.365,,,,1,1,,,6,36,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
992,HOLLINGS,11204,102,1990,SOUTH C,1,1,1966,0,0,0,63,3969,-0.297,,,,1,1,,,4.5,20.25,1,,0,5,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,THURMOND,9369,102,1990,SOUTH C,0,0,1954,0,0,0,64,4096,0.389,,,,0,0,,,7,49,1,,0,5,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,DASCHLE,14617,102,1990,SOUTH D,1,1,1986,0,0,0,52,2704,-0.372,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,PRESSLER,14268,102,1990,SOUTH D,0,0,1978,0,0,0,52,2704,0.281,,,,0,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,GORE,14423,102,1990,TENNESS,1,1,1984,0,0,0,68,4624,-0.34,,,,0,1,,,2,4,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,SASSER,14509,102,1990,TENNESS,1,1,1976,0,0,0,65,4225,-0.343,,,,1,1,,,3,9,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,BENTSEN,660,102,1990,TEXAS,1,1,1970,0,0,0,59,3481,-0.158,,,,1,1,,,4,16,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,GRAMM  PHIL,14628,102,1990,TEXAS,0,0,1984,0,0,0,60,3600,0.541,,,,0,0,,,2,4,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,GARN,14303,102,1990,UTAH,0,0,1974,0,0,0,72,5184,0.489,,,,0,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,HATCH,14503,102,1990,UTAH,0,0,1976,0,0,0,67,4489,0.397,,,,0,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,JEFFORDS,14240,102,1990,VERMONT,0,0,1988,0,0,0,70,4900,-0.088,,,,0,0,,,1,1,1,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,LEAHY,14307,102,1990,VERMONT,1,1,1974,0,0,0,63,3969,-0.382,,,,1,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,ROBB,15705,102,1990,VIRGINI,1,1,1988,0,0,0,71,5041,-0.199,,,,0,0,,,1,1,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,WARNER,14712,102,1990,VIRGINI,0,0,1978,0,0,0,81,6561,0.243,,,,0,0,,,3,9,0,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,ADAMS,10700,102,1990,WASHING,1,1,1986,0,0,0,51,2601,-0.468,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,GORTON,14904,102,1990,WASHING,0,0,1988,0,0,0,51,2601,0.232,,,,0,0,,,1,1,1,,0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,BYRD  ROBER,1366,102,1990,WEST VI,1,1,1958,0,0,0,65,4225,-0.325,,,,1,1,,,6,36,1,,2,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,ROCKEFELLER,14922,102,1990,WEST VI,1,1,1984,0,0,0,68,4624,-0.333,,,,0,1,,,2,4,1,,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,KASTEN,14242,102,1990,WISCONS,0,0,1980,0,0,0,51,2601,0.265,,,,0,0,,,2,4,1,,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,KOHL,15703,102,1990,WISCONS,1,1,1988,0,0,0,52,2704,-0.283,,,,0,1,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,SIMPSON,14710,102,1990,WYOMING,0,0,1978,0,0,0,64,4096,0.267,,,,0,0,,,3,9,1,,0,13,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,WALLOP,14511,102,1990,WYOMING,0,0,1976,0,0,0,50,2500,0.664,,,,0,0,,,3,9,1,,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,HEFLIN,14705,103,1992,ALABAMA,1,1,1978,0,0,0,61,3721,-0.061,,,,0,1,,,3,9,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,SHELBY,14659,103,1992,ALABAMA,1,1,1986,0,0,0,65,4225,-0.006,,,,0,1,,,2,4,1,,8,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,MURKOWSKI,14907,103,1992,ALASKA,0,0,1980,0,0,0,53,2809,0.325,,,,0,0,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,STEVENS T,12109,103,1992,ALASKA,0,0,1968,0,0,0,66,4356,0.201,,,,0,0,,,4.5,20.25,1,,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,DECONCINI,14502,103,1992,ARIZONA,1,1,1976,0,0,0,57,3249,-0.232,,,,0,1,,,3,9,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1019,MCCAIN,15039,103,1992,ARIZONA,0,0,1986,0,0,0,56,3136,0.347,,,,0,0,,,2,4,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,BUMPERS,14300,103,1992,ARKANSA,1,1,1974,0,0,0,60,3600,-0.37,,,,1,1,,,4,16,0,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,PRYOR,10791,103,1992,ARKANSA,1,1,1978,0,0,0,100,10000,-0.372,,,,0,1,,,3,9,1,,0,6,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1022,BOXER,15011,103,1992,CALIFOR,1,1,1992,1,0,0,48,2304,-0.468,,,,0,0,,,1,1,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,FEINSTEIN,49300,103,1992,CALIFOR,1,1,1992,1,0,0,54,2916,-0.251,,,,0,0,,,0.5,0.25,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,BROWN  HANK,14803,103,1992,COLORAD,0,0,1990,0,0,0,56,3136,0.526,,,,0,0,,,1,1,1,,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,CAMPBELL,15407,103,1992,COLORAD,1,1,1992,0,0,0,52,2704,-0.193,,,,0,0,,,1,1,1,,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
